examine,id,metadata.examine,metadata.highalch,metadata.icon,metadata.id,metadata.limit,metadata.lowalch,metadata.members,metadata.name,metadata.value,name,price,price.high,price.highTime,price.low,price.lowTime,roi
A power enhancing sigil not yet attuned to you.,26012,A power enhancing sigil not yet attuned to you.,1,Sigil of deft strikes.png,26012,10,1,True,Sigil of deft strikes,0,Sigil of deft strikes,,,,,,
A power enhancing sigil not yet attuned to you.,26099,A power enhancing sigil not yet attuned to you.,1,Sigil of devotion.png,26099,8,1,True,Sigil of devotion,0,Sigil of devotion,,,,,,
A power enhancing sigil not yet attuned to you.,26018,A power enhancing sigil not yet attuned to you.,1,Sigil of enhanced harvest.png,26018,10,1,True,Sigil of enhanced harvest,0,Sigil of enhanced harvest,,,,,,
A power enhancing sigil not yet attuned to you.,26069,A power enhancing sigil not yet attuned to you.,1,Sigil of escaping.png,26069,8,1,True,Sigil of escaping,0,Sigil of escaping,,,,,,
A power enhancing sigil not yet attuned to you.,26057,A power enhancing sigil not yet attuned to you.,1,Sigil of exaggeration.png,26057,10,1,True,Sigil of exaggeration,0,Sigil of exaggeration,,,,,,
A power enhancing sigil not yet attuned to you.,28520,A power enhancing sigil not yet attuned to you.,,Sigil of faith.png,28520,,,True,Sigil of faith,1,Sigil of faith,,,,,,
A power enhancing sigil not yet attuned to you.,26126,A power enhancing sigil not yet attuned to you.,1,Sigil of finality.png,26126,4,1,True,Sigil of finality,0,Sigil of finality,,,,,,
A power enhancing sigil not yet attuned to you.,26006,A power enhancing sigil not yet attuned to you.,1,Sigil of fortification.png,26006,10,1,True,Sigil of fortification,0,Sigil of fortification,,,,,,
A power enhancing sigil not yet attuned to you.,26015,A power enhancing sigil not yet attuned to you.,1,Sigil of freedom.png,26015,10,1,True,Sigil of freedom,0,Sigil of freedom,,,,,,
A power enhancing sigil not yet attuned to you.,26105,A power enhancing sigil not yet attuned to you.,1,Sigil of garments.png,26105,8,1,True,Sigil of garments,0,Sigil of garments,,,,,,
A power enhancing sigil not yet attuned to you.,29676,A power enhancing sigil not yet attuned to you.,1,Sigil of gunslinger.png,29676,,1,True,Sigil of gunslinger,1,Sigil of gunslinger,,,,,,
A power enhancing sigil not yet attuned to you.,28481,A power enhancing sigil not yet attuned to you.,,Sigil of hoarding.png,28481,,,True,Sigil of hoarding,10000,Sigil of hoarding,,,,,,
A power enhancing sigil not yet attuned to you.,26144,A power enhancing sigil not yet attuned to you.,1,Sigil of last recall.png,26144,4,1,True,Sigil of last recall,0,Sigil of last recall,,,,,,
A power enhancing sigil not yet attuned to you.,29661,A power enhancing sigil not yet attuned to you.,1,Sigil of lithe.png,29661,,1,True,Sigil of lithe,1,Sigil of lithe,,,,,,
A power enhancing sigil not yet attuned to you.,29649,A power enhancing sigil not yet attuned to you.,1,Sigil of meticulousness.png,29649,,1,True,Sigil of meticulousness,1,Sigil of meticulousness,,,,,,
A power enhancing sigil not yet attuned to you.,26054,A power enhancing sigil not yet attuned to you.,1,Sigil of mobility.png,26054,10,1,True,Sigil of mobility,0,Sigil of mobility,,,,,,
A power enhancing sigil not yet attuned to you.,26096,A power enhancing sigil not yet attuned to you.,1,Sigil of nature.png,26096,8,1,True,Sigil of nature,0,Sigil of nature,,,,,,
A power enhancing sigil not yet attuned to you.,29667,A power enhancing sigil not yet attuned to you.,1,Sigil of onslaught.png,29667,,1,True,Sigil of onslaught,1,Sigil of onslaught,,,,,,
A power enhancing sigil not yet attuned to you.,26129,A power enhancing sigil not yet attuned to you.,1,Sigil of pious protection.png,26129,4,1,True,Sigil of pious protection,0,Sigil of pious protection,,,,,,
A power enhancing sigil not yet attuned to you.,28514,A power enhancing sigil not yet attuned to you.,,Sigil of precision.png,28514,,,True,Sigil of precision,10000,Sigil of precision,,,,,,
A power enhancing sigil not yet attuned to you.,26123,A power enhancing sigil not yet attuned to you.,1,Sigil of preservation.png,26123,8,1,True,Sigil of preservation,0,Sigil of preservation,,,,,,
A power enhancing sigil not yet attuned to you.,26081,A power enhancing sigil not yet attuned to you.,1,Sigil of prosperity.png,26081,8,1,True,Sigil of prosperity,0,Sigil of prosperity,,,,,,
A power enhancing sigil not yet attuned to you.,26135,A power enhancing sigil not yet attuned to you.,1,Sigil of rampage.png,26135,4,1,True,Sigil of rampage,0,Sigil of rampage,,,,,,
A power enhancing sigil not yet attuned to you.,29655,A power enhancing sigil not yet attuned to you.,1,Sigil of rampart.png,29655,,1,True,Sigil of rampart,1,Sigil of rampart,,,,,,
A power enhancing sigil not yet attuned to you.,26141,A power enhancing sigil not yet attuned to you.,1,Sigil of remote storage.png,26141,4,1,True,Sigil of remote storage,0,Sigil of remote storage,,,,,,
A power enhancing sigil not yet attuned to you.,25991,A power enhancing sigil not yet attuned to you.,1,Sigil of resilience.png,25991,10,1,True,Sigil of resilience,0,Sigil of resilience,,,,,,
A power enhancing sigil not yet attuned to you.,28490,A power enhancing sigil not yet attuned to you.,,Sigil of resistance.png,28490,,,True,Sigil of resistance,10000,Sigil of resistance,,,,,,
A power enhancing sigil not yet attuned to you.,29670,A power enhancing sigil not yet attuned to you.,1,Sigil of restoration.png,29670,,1,True,Sigil of restoration,1,Sigil of restoration,,,,,,
A power enhancing sigil not yet attuned to you.,29652,A power enhancing sigil not yet attuned to you.,1,Sigil of revoked limitation.png,29652,,1,True,Sigil of revoked limitation,1,Sigil of revoked limitation,,,,,,
A power enhancing sigil not yet attuned to you.,26108,A power enhancing sigil not yet attuned to you.,1,Sigil of slaughter.png,26108,8,1,True,Sigil of slaughter,0,Sigil of slaughter,,,,,,
A power enhancing sigil not yet attuned to you.,26060,A power enhancing sigil not yet attuned to you.,1,Sigil of specialised strikes.png,26060,8,1,True,Sigil of specialised strikes,0,Sigil of specialised strikes,,,,,,
A power enhancing sigil not yet attuned to you.,26042,A power enhancing sigil not yet attuned to you.,1,Sigil of stamina.png,26042,10,1,True,Sigil of stamina,0,Sigil of stamina,,,,,,
A power enhancing sigil not yet attuned to you.,26021,A power enhancing sigil not yet attuned to you.,1,Sigil of storage.png,26021,10,1,True,Sigil of storage,0,Sigil of storage,,,,,,
A power enhancing sigil not yet attuned to you.,26120,A power enhancing sigil not yet attuned to you.,1,Sigil of supreme stamina.png,26120,8,1,True,Sigil of supreme stamina,0,Sigil of supreme stamina,,,,,,
A power enhancing sigil not yet attuned to you.,28478,A power enhancing sigil not yet attuned to you.,,Sigil of sustenance.png,28478,,,True,Sigil of sustenance,10000,Sigil of sustenance,,,,,,
A power enhancing sigil not yet attuned to you.,29673,A power enhancing sigil not yet attuned to you.,1,Sigil of swashbuckler.png,29673,,1,True,Sigil of swashbuckler,1,Sigil of swashbuckler,,,,,,
A power enhancing sigil not yet attuned to you.,26039,A power enhancing sigil not yet attuned to you.,1,Sigil of the abyss.png,26039,10,1,True,Sigil of the abyss,0,Sigil of the abyss,,,,,,
A power enhancing sigil not yet attuned to you.,28484,A power enhancing sigil not yet attuned to you.,,Sigil of the alchemaniac.png,28484,,,True,Sigil of the alchemaniac,10000,Sigil of the alchemaniac,,,,,,
A power enhancing sigil not yet attuned to you.,26027,A power enhancing sigil not yet attuned to you.,1,Sigil of the alchemist.png,26027,10,1,True,Sigil of the alchemist,0,Sigil of the alchemist,,,,,,
A power enhancing sigil not yet attuned to you.,28517,A power enhancing sigil not yet attuned to you.,,Sigil of the augmented thrall.png,28517,,,True,Sigil of the augmented thrall,10000,Sigil of the augmented thrall,,,,,,
A power enhancing sigil not yet attuned to you.,26090,A power enhancing sigil not yet attuned to you.,1,Sigil of the barbarians.png,26090,8,1,True,Sigil of the barbarians,0,Sigil of the barbarians,,,,,,
A power enhancing sigil not yet attuned to you.,28511,A power enhancing sigil not yet attuned to you.,,Sigil of the bloodhound.png,28511,,,True,Sigil of the bloodhound,10000,Sigil of the bloodhound,,,,,,
A power enhancing sigil not yet attuned to you.,26033,A power enhancing sigil not yet attuned to you.,1,Sigil of the chef.png,26033,10,1,True,Sigil of the chef,0,Sigil of the chef,,,,,,
A power enhancing sigil not yet attuned to you.,26036,A power enhancing sigil not yet attuned to you.,1,Sigil of the craftsman.png,26036,10,1,True,Sigil of the craftsman,0,Sigil of the craftsman,,,,,,
A power enhancing sigil not yet attuned to you.,26084,A power enhancing sigil not yet attuned to you.,1,Sigil of the dwarves.png,26084,8,1,True,Sigil of the dwarves,0,Sigil of the dwarves,,,,,,
A power enhancing sigil not yet attuned to you.,26087,A power enhancing sigil not yet attuned to you.,1,Sigil of the elves.png,26087,8,1,True,Sigil of the elves,0,Sigil of the elves,,,,,,
A power enhancing sigil not yet attuned to you.,26048,A power enhancing sigil not yet attuned to you.,1,Sigil of the eternal jeweller.png,26048,10,1,True,Sigil of the eternal jeweller,0,Sigil of the eternal jeweller,,,,,,
A power enhancing sigil not yet attuned to you.,26075,A power enhancing sigil not yet attuned to you.,1,Sigil of the feral fighter.png,26075,8,1,True,Sigil of the feral fighter,0,Sigil of the feral fighter,,,,,,
A power enhancing sigil not yet attuned to you.,26030,A power enhancing sigil not yet attuned to you.,1,Sigil of the fletcher.png,26030,10,1,True,Sigil of the fletcher,0,Sigil of the fletcher,,,,,,
A power enhancing sigil not yet attuned to you.,28496,A power enhancing sigil not yet attuned to you.,,Sigil of the food master.png,28496,,,True,Sigil of the food master,10000,Sigil of the food master,,,,,,
A power enhancing sigil not yet attuned to you.,26102,A power enhancing sigil not yet attuned to you.,1,Sigil of the forager.png,26102,8,1,True,Sigil of the forager,0,Sigil of the forager,,,,,,
A power enhancing sigil not yet attuned to you.,25997,A power enhancing sigil not yet attuned to you.,1,Sigil of the formidable fighter.png,25997,10,1,True,Sigil of the formidable fighter,0,Sigil of the formidable fighter,,,,,,
A power enhancing sigil not yet attuned to you.,26111,A power enhancing sigil not yet attuned to you.,1,Sigil of the fortune farmer.png,26111,8,1,True,Sigil of the fortune farmer,0,Sigil of the fortune farmer,,,,,,
A power enhancing sigil not yet attuned to you.,26093,A power enhancing sigil not yet attuned to you.,1,Sigil of the gnomes.png,26093,8,1,True,Sigil of the gnomes,0,Sigil of the gnomes,,,,,,
A power enhancing sigil not yet attuned to you.,26147,A power enhancing sigil not yet attuned to you.,1,Sigil of the guardian angel.png,26147,4,1,True,Sigil of the guardian angel,0,Sigil of the guardian angel,,,,,,
A power enhancing sigil not yet attuned to you.,28487,A power enhancing sigil not yet attuned to you.,,Sigil of the hunter.png,28487,,,True,Sigil of the hunter,10000,Sigil of the hunter,,,,,,
A power enhancing sigil not yet attuned to you.,28502,A power enhancing sigil not yet attuned to you.,,Sigil of the infernal chef.png,28502,,,True,Sigil of the infernal chef,10000,Sigil of the infernal chef,,,,,,
A power enhancing sigil not yet attuned to you.,28505,A power enhancing sigil not yet attuned to you.,,Sigil of the infernal smith.png,28505,,,True,Sigil of the infernal smith,10000,Sigil of the infernal smith,,,,,,
A sigil attuned to you with great power.,28508,A sigil attuned to you with great power.,,Sigil of the lightbearer.png,28508,,,True,Sigil of the lightbearer,10000,Sigil of the lightbearer,,,,,,
A power enhancing sigil not yet attuned to you.,26078,A power enhancing sigil not yet attuned to you.,1,Sigil of the menacing mage.png,26078,8,1,True,Sigil of the menacing mage,0,Sigil of the menacing mage,,,,,,
A power enhancing sigil not yet attuned to you.,26003,A power enhancing sigil not yet attuned to you.,1,Sigil of the meticulous mage.png,26003,10,1,True,Sigil of the meticulous mage,0,Sigil of the meticulous mage,,,,,,
A power enhancing sigil not yet attuned to you.,28526,A power enhancing sigil not yet attuned to you.,,Sigil of the ninja.png,28526,,,True,Sigil of the ninja,1,Sigil of the ninja,,,,,,
A power enhancing sigil not yet attuned to you.,26063,A power enhancing sigil not yet attuned to you.,1,Sigil of the porcupine.png,26063,8,1,True,Sigil of the porcupine,0,Sigil of the porcupine,,,,,,
A power enhancing sigil not yet attuned to you.,26045,A power enhancing sigil not yet attuned to you.,1,Sigil of the potion master.png,26045,10,1,True,Sigil of the potion master,0,Sigil of the potion master,,,,,,
A power enhancing sigil not yet attuned to you.,26000,A power enhancing sigil not yet attuned to you.,1,Sigil of the rigorous ranger.png,26000,10,1,True,Sigil of the rigorous ranger,0,Sigil of the rigorous ranger,,,,,,
A power enhancing sigil not yet attuned to you.,26072,A power enhancing sigil not yet attuned to you.,1,Sigil of the ruthless ranger.png,26072,8,1,True,Sigil of the ruthless ranger,0,Sigil of the ruthless ranger,,,,,,
A power enhancing sigil not yet attuned to you.,26117,A power enhancing sigil not yet attuned to you.,1,Sigil of the serpent.png,26117,8,1,True,Sigil of the serpent,0,Sigil of the serpent,,,,,,
A power enhancing sigil not yet attuned to you.,26138,A power enhancing sigil not yet attuned to you.,1,Sigil of the skiller.png,26138,4,1,True,Sigil of the skiller,0,Sigil of the skiller,,,,,,
A power enhancing sigil not yet attuned to you.,26024,A power enhancing sigil not yet attuned to you.,1,Sigil of the smith.png,26024,10,1,True,Sigil of the smith,0,Sigil of the smith,,,,,,
A power enhancing sigil not yet attuned to you.,26051,A power enhancing sigil not yet attuned to you.,1,Sigil of the treasure hunter.png,26051,10,1,True,Sigil of the treasure hunter,0,Sigil of the treasure hunter,,,,,,
A power enhancing sigil not yet attuned to you.,28499,A power enhancing sigil not yet attuned to you.,,Sigil of the well-fed.png,28499,,,True,Sigil of the well-fed,10000,Sigil of the well-fed,,,,,,
A power enhancing sigil not yet attuned to you.,28523,A power enhancing sigil not yet attuned to you.,,Sigil of titanium.png,28523,,,True,Sigil of titanium,1,Sigil of titanium,,,,,,
A power enhancing sigil not yet attuned to you.,26114,A power enhancing sigil not yet attuned to you.,1,Sigil of versatility.png,26114,8,1,True,Sigil of versatility,0,Sigil of versatility,,,,,,
A power enhancing sigil not yet attuned to you.,28529,A power enhancing sigil not yet attuned to you.,,Sigil of woodcraft.png,28529,,,True,Sigil of woodcraft,1,Sigil of woodcraft,,,,,,
It's a sheet of silk.,950,It's a sheet of silk.,18,Silk.png,950,18000,12,False,Silk,30,Silk,,60,1760563485,48,1760562737,0.25
It's a bar of silver.,2355,It's a bar of silver.,90,Silver bar.png,2355,10000,60,False,Silver bar,150,Silver bar,,91,1760562509,90,1760562618,0.011111111111111112
Silver crossbow bolts.,9145,Silver crossbow bolts.,3,Silver bolts 5.png,9145,11000,2,True,Silver bolts,5,Silver bolts,,15,1760514559,8,1760546510,0.875
Some poisoned silver bolts.,9292,Some poisoned silver bolts.,3,Silver bolts (p) 5.png,9292,11000,2,True,Silver bolts (p),5,Silver bolts (p),,49000,1758286568,2,1760330690,24499.0
Some poisoned silver bolts.,9299,Some poisoned silver bolts.,3,Silver bolts (p+) 5.png,9299,11000,2,True,Silver bolts (p+),5,Silver bolts (p+),,5500,1760448930,11,1757698829,499.0
Some poisoned silver bolts.,9306,Some poisoned silver bolts.,3,Silver bolts (p++) 5.png,9306,11000,2,True,Silver bolts (p++),5,Silver bolts (p++),,169,1760382294,166660,1758765510,-0.9989859594383775
Unfeathered silver crossbow bolts.,9382,Unfeathered silver crossbow bolts.,1,Silver bolts (unf) 5.png,9382,13000,1,True,Silver bolts (unf),1,Silver bolts (unf),,8,1760538042,7,1760537478,0.14285714285714285
